000208/8230,Tibor,Pašek,2000-02-08
000209/3282,Soňa,Chovanecová,2000-02-09
000209/3761,Silvia,Poláková,2000-02-09
000210/0302,Nina,Urbanová,2000-02-10
000210/2687,Dušan,Kubiš,2000-02-10
000210/5676,Michal,Benko,2000-02-10
000210/6697,Jana,Kubišová,2000-02-10
000210/9830,Mária,Mareková,2000-02-10
000211/2644,Juraj,Pašek,2000-02-11
000211/4667,Tatiana,Chovanecová,2000-02-11
000211/6970,René,Červeň,2000-02-11
000212/0478,Žaneta,Hruškaová,2000-02-12
000212/0831,Samuel,Urban,2000-02-12
000212/2660,Marián,Horváth,2000-02-12
000212/4487,Veronika,Balážová,2000-02-12
000213/2260,Natália,Králová,2000-02-13
000213/3749,Peter,Benko,2000-02-13
000213/3752,Lenka,Šimuneková,2000-02-13
000213/5647,Bianka,Bartošová,2000-02-13
000213/8274,Stanislav,Baláž,2000-02-13
000214/0802,Daniel,Horváth,2000-02-14
000214/0884,Patrik,Vlach,2000-02-14
000214/2534,Zuzana,Moravčíková,2000-02-14
000214/3135,Samuel,Černák,2000-02-14
000214/3683,Alan,Mach,2000-02-14
000214/8067,Peter,Blaško,2000-02-14
000215/1138,Lenka,Bartošová,2000-02-15
000215/1462,Samuel,Urban,2000-02-15
000215/2606,Michal,Kováč,2000-02-15
000215/4288,Adriana,Benkoová,2000-02-15
000215/7994,Ivana,Kissová,2000-02-15
000216/2186,Dominik,Žiak,2000-02-16
000216/4214,Igor,Szabó,2000-02-16
000216/4479,Michal,Chovanec,2000-02-16
000217/2203,Alan,Kováč,2000-02-17
000217/3227,Ela,Králová,2000-02-17
000217/3801,Tibor,Bartoš,2000-02-17
000217/4962,Dominik,Hruška,2000-02-17
000217/6754,Radovan,Baláž,2000-02-17
000217/9316,Blažena,Hudecová,2000-02-17
000218/3685,Patrik,Pašek,2000-02-18
000218/4004,Vladimír,Krajčí,2000-02-18
000218/9046,Michaela,Holubová,2000-02-18
000219/0300,Roman,Mach,2000-02-19
000219/2270,Jozef,Švec,2000-02-19
000219/5607,Marián,Švec,2000-02-19
000219/7547,Bianka,Moravčíková,2000-02-19
000219/7888,Natália,Hudecová,2000-02-19
000220/7111,Gabriel,Gregor,2000-02-20
000221/1232,Štefan,Kováč,2000-02-21
000221/1857,Gabriela,Hudecová,2000-02-21
000221/2367,Diana,Farkašová,2000-02-21
000221/2913,Rastislav,Hudec,2000-02-21
000221/6123,Andrea,Kováčiková,2000-02-21
000221/7019,Lucia,Szabóová,2000-02-21
000221/8702,Simona,Blaškoová,2000-02-21
000222/0056,Ivana,Gregorová,2000-02-22
000222/3572,Barbora,Šimkoová,2000-02-22
000222/4951,Gabriel,Horváth,2000-02-22
000222/9294,Tatiana,Farkašová,2000-02-22
000223/1466,Radovan,Král,2000-02-23
000223/6264,Viktor,Benko,2000-02-23
000223/9364,Peter,Vlach,2000-02-23
000223/9384,Karolína,Krnáčová,2000-02-23
000224/0052,René,Dudáš,2000-02-24
000224/4905,Boris,Blaško,2000-02-24
000224/5377,Boris,Szabó,2000-02-24
000225/0574,Veronika,Červeňová,2000-02-25
000225/3387,Jozef,Szabó,2000-02-25
000225/3864,Lucia,Nováková,2000-02-25
000225/4549,Boris,Šimko,2000-02-25
000225/8420,Ema,Pašeková,2000-02-25
000225/9928,Samuel,Král,2000-02-25
000226/0578,Lenka,Poláková,2000-02-26
000226/2720,Gabriel,Krajčí,2000-02-26
000226/5661,Natália,Machová,2000-02-26
000226/7643,Samuel,Krnáč,2000-02-26
000226/7944,Monika,Machová,2000-02-26
000226/9391,Diana,Szabóová,2000-02-26
000227/0971,Ivana,Urbanová,2000-02-27
000227/4349,Marián,Benko,2000-02-27
000227/7075,Milan,Farkaš,2000-02-27
000227/9308,Peter,Tóth,2000-02-27
000228/1687,Peter,Gregor,2000-02-28
000228/8830,Ivana,Králová,2000-02-28
000228/9162,Vladimír,Moravčík,2000-02-28
000229/0312,Katarína,Nováková,2000-02-29
000229/1360,Boris,Novák,2000-02-29
000229/4875,Ema,Žiaková,2000-02-29
000229/5010,Tatiana,Kubišová,2000-02-29
000229/5539,Roman,Bartoš,2000-02-29
000229/6398,Štefan,Kiss,2000-02-29
000229/6687,Kristína,Kadlecová,2000-02-29
000229/9847,Tibor,Červeň,2000-02-29
000301/0139,Pavol,Urban,2000-03-01
000301/5267,Rastislav,Pašek,2000-03-01
000301/5543,Lýdia,Balážová,2000-03-01
000301/5668,Ján,Urban,2000-03-01
000302/1979,Andrej,Černák,2000-03-02
000302/2392,Lukáš,Tóth,2000-03-02
000302/2781,Karolína,Kováčiková,2000-03-02
000302/5504,Adrián,Horváth,2000-03-02
000303/5690,Silvia,Holubová,2000-03-03
000303/6031,Michal,Švec,2000-03-03
000304/3207,Dominik,Gregor,2000-03-04
000304/3454,Martina,Kováčiková,2000-03-04
000304/6575,Dominik,Černák,2000-03-04
000304/7873,Marián,Pekár,2000-03-04
000304/8598,Michal,Pašek,2000-03-04
000304/9559,Igor,Marek,2000-03-04
000305/0424,Igor,Baláž,2000-03-05
000305/0797,Simona,Benkoová,2000-03-05
000305/5654,Vladimír,Benko,2000-03-05
000305/6154,Petra,Machová,2000-03-05
000305/6492,Alan,Varga,2000-03-05
000305/6526,Lucia,Urbanová,2000-03-05
000305/8334,Martina,Šimuneková,2000-03-05
000306/0744,Andrej,Šimunek,2000-03-06
000306/0881,Milan,Kováčik,2000-03-06
000306/0929,Richard,Polák,2000-03-06
000306/1128,Adriana,Nováková,2000-03-06
000306/2375,Boris,Novák,2000-03-06
000306/2659,Laura,Pašeková,2000-03-06
000306/4659,Nina,Balážová,2000-03-06
000306/5920,Petra,Nováková,2000-03-06
000306/8469,Marek,Šimko,2000-03-06
000306/9570,Erik,Polák,2000-03-06
000307/1392,Sabina,Švecová,2000-03-07
000307/9391,Martin,Blaško,2000-03-07
000308/3914,René,Pekár,2000-03-08
000308/3923,Adam,Szabó,2000-03-08
000309/1075,Bianka,Krnáčová,2000-03-09
000310/2322,Marek,Hollý,2000-03-10
000310/3371,Igor,Hruška,2000-03-10
000310/5751,Karol,Blaško,2000-03-10
000310/5769,Dušan,Moravčík,2000-03-10
000311/0216,Tamara,Pašeková,2000-03-11
000311/1670,Milan,Mach,2000-03-11
000311/9621,Juraj,Polák,2000-03-11
000312/1410,Zuzana,Poláková,2000-03-12
000312/3800,Bianka,Benkoová,2000-03-12
000312/4650,Boris,Horváth,2000-03-12
000312/5010,Róbert,Novák,2000-03-12
000312/8608,Soňa,Pekárová,2000-03-12
000314/0321,Alan,Novák,2000-03-14
000314/0989,Viktória,Pekárová,2000-03-14
000314/1617,Viktor,Marek,2000-03-14
000314/2345,Tomáš,Šimko,2000-03-14
000314/2941,Tomáš,Kováčik,2000-03-14
000314/3759,Veronika,Machová,2000-03-14
000314/4694,Simona,Červeňová,2000-03-14
000314/4893,Adriana,Gregorová,2000-03-14
000314/5456,Juraj,Šimunek,2000-03-14
000314/7291,Viliam,Pašek,2000-03-14
000314/7563,Kristína,Vlachová,2000-03-14
000314/8083,Klaudia,Červeňová,2000-03-14
000315/4729,Lukáš,Kubiš,2000-03-15
000315/9198,Stanislav,Horváth,2000-03-15
000316/2659,Žaneta,Dudášová,2000-03-16
000316/4463,Lenka,Nováková,2000-03-16
000317/2521,Petra,Blaškoová,2000-03-17
000317/2574,Laura,Farkašová,2000-03-17
000317/3888,Monika,Hollýová,2000-03-17
000317/4291,Štefan,Urban,2000-03-17
000317/7032,Filip,Doležal,2000-03-17
000318/5920,Nina,Králová,2000-03-18
000318/6126,Lucia,Krnáčová,2000-03-18
000318/8940,Michal,Krnáč,2000-03-18
000319/8883,Laura,Moravčíková,2000-03-19
000320/5430,Katarína,Kubišová,2000-03-20
000320/5789,Dušan,Bartoš,2000-03-20
000320/7552,Štefan,Bartoš,2000-03-20
000320/7883,Boris,Tóth,2000-03-20
000321/1123,Karol,Hruška,2000-03-21
000321/2087,Lucia,Šimuneková,2000-03-21
000321/3154,Adriana,Krajčíová,2000-03-21
000321/4287,Peter,Holub,2000-03-21
000322/4923,Jozef,Urban,2000-03-22
000322/5230,Eva,Králová,2000-03-22
000322/6063,René,Šimunek,2000-03-22
000322/9590,Katarína,Machová,2000-03-22
000323/0154,Ela,Tóthová,2000-03-23
000323/1314,Viktor,Kiss,2000-03-23
000323/6752,Eva,Bartošová,2000-03-23
000323/8167,Adrián,Kováčik,2000-03-23
000323/8426,Erik,Holub,2000-03-23
000323/8515,Viktória,Szabóová,2000-03-23
000323/8852,Ela,Kadlecová,2000-03-23
000324/0934,Richard,Bartoš,2000-03-24
000324/8930,Patrik,Černák,2000-03-24
000325/5924,Ela,Kováčiková,2000-03-25
000325/7498,Jozef,Szabó,2000-03-25
000325/8838,Juraj,Urban,2000-03-25
000325/9838,Jana,Poláková,2000-03-25
000326/1201,Zuzana,Vlachová,2000-03-26
000326/1880,Katarína,Gregorová,2000-03-26
000326/6210,Roman,Baláž,2000-03-26
000327/1411,Lýdia,Krajčíová,2000-03-27
000327/1896,Radovan,Šimko,2000-03-27
000327/4550,Štefan,Mach,2000-03-27
000327/4701,Marek,Mach,2000-03-27
000327/5441,Martin,Baláž,2000-03-27
000327/6816,Michaela,Pašeková,2000-03-27
000327/9272,Dominik,Blaško,2000-03-27
000328/1576,Marek,Baláž,2000-03-28
000328/1617,Andrej,Krajčí,2000-03-28
000328/2929,Rastislav,Szabó,2000-03-28
000328/3041,Barbora,Vargaová,2000-03-28
000328/4466,Radovan,Kováč,2000-03-28
000329/0060,Viktória,Balážová,2000-03-29
000329/1519,Viktória,Szabóová,2000-03-29
000329/4922,Ela,Poláková,2000-03-29
000329/5524,Vladimír,Pekár,2000-03-29
000330/7153,Barbora,Pekárová,2000-03-30
000331/2424,Peter,Hudec,2000-03-31
000331/3091,Lýdia,Moravčíková,2000-03-31
000331/6203,Tibor,Holub,2000-03-31
000331/7940,Richard,Chovanec,2000-03-31
000331/8405,Katarína,Benkoová,2000-03-31
000401/0068,Lenka,Žiaková,2000-04-01
000401/3141,Tibor,Mach,2000-04-01
000401/3627,Pavol,Krnáč,2000-04-01
000401/5109,Tamara,Pašeková,2000-04-01
000402/0618,Adrián,Doležal,2000-04-02
000402/5078,Dominika,Mareková,2000-04-02
000402/5563,Tomáš,Dudáš,2000-04-02
000402/7054,Mária,Hollýová,2000-04-02
000402/7960,Anna,Hollýová,2000-04-02
000403/5138,Juraj,Černák,2000-04-03
000403/6746,Tomáš,Novák,2000-04-03
000404/5640,Alan,Marek,2000-04-04
000404/8673,Michaela,Švecová,2000-04-04
000404/8689,Marek,Červeň,2000-04-04
000405/1002,Mária,Benkoová,2000-04-05
000405/1788,Mária,Urbanová,2000-04-05
000405/6658,Mária,Urbanová,2000-04-05
000405/6698,Blažena,Hollýová,2000-04-05
000405/9221,Natália,Pašeková,2000-04-05
000405/9629,Lukáš,Doležal,2000-04-05
000405/9719,Marián,Hudec,2000-04-05
000406/6245,Nina,Urbanová,2000-04-06
000406/6865,Gabriel,Novák,2000-04-06
000406/9078,Silvia,Hruškaová,2000-04-06
000407/1942,Blažena,Vlachová,2000-04-07
000407/4279,Bianka,Chovanecová,2000-04-07
000407/4765,Klaudia,Šimuneková,2000-04-07
000407/6433,Viktória,Gregorová,2000-04-07
000407/6738,Ela,Poláková,2000-04-07
000407/6816,Veronika,Krnáčová,2000-04-07
000407/8601,Gabriel,Švec,2000-04-07
000408/0352,Simona,Nováková,2000-04-08
000408/1632,Natália,Švecová,2000-04-08
000408/2443,Peter,Doležal,2000-04-08
000408/4032,Bianka,Králová,2000-04-08
000408/6843,Veronika,Mareková,2000-04-08
000409/0612,Vladimír,Kubiš,2000-04-09
000409/0721,Viktória,Pekárová,2000-04-09
000409/0982,Daniel,Pekár,2000-04-09
000409/3231,Pavol,Kováčik,2000-04-09
000409/3339,Radovan,Marek,2000-04-09
000409/3393,Roman,Novák,2000-04-09
000409/5248,Marek,Kiss,2000-04-09
000409/7575,Igor,Novák,2000-04-09
000410/0201,Bianka,Urbanová,2000-04-10
000410/0382,Samuel,Krajčí,2000-04-10
000410/5211,Veronika,Farkašová,2000-04-10
000410/8980,Lýdia,Červeňová,2000-04-10
000410/9363,René,Žiak,2000-04-10
000411/7838,Stanislav,Polák,2000-04-11
000411/9388,Adriana,Vlachová,2000-04-11
000412/1883,Diana,Pašeková,2000-04-12
000412/7245,Adrián,Kadlec,2000-04-12
000413/0635,Lýdia,Vargaová,2000-04-13
000413/1169,Jana,Pekárová,2000-04-13
000414/4184,Milan,Gregor,2000-04-14
000414/4922,Rastislav,Tóth,2000-04-14
000414/6542,Andrea,Dudášová,2000-04-14
000414/9225,Dušan,Horváth,2000-04-14
000414/9745,Dušan,Kováčik,2000-04-14
000415/0410,Tatiana,Vargaová,2000-04-15
000415/4011,Natália,Blaškoová,2000-04-15
000415/5486,Tamara,Švecová,2000-04-15
000415/5993,Petra,Mareková,2000-04-15
000415/6765,Monika,Balážová,2000-04-15
000416/1782,Marián,Hruška,2000-04-16
000416/3379,Michaela,Černáková,2000-04-16
000416/5895,Soňa,Machová,2000-04-16
000416/6515,Katarína,Nováková,2000-04-16
000416/6550,Peter,Bartoš,2000-04-16
000416/8974,Andrea,Urbanová,2000-04-16
000416/9191,Dušan,Kadlec,2000-04-16
000417/1445,Simona,Černáková,2000-04-17
000417/3280,Monika,Kováčiková,2000-04-17
000417/3399,Adrián,Švec,2000-04-17
000417/4264,Róbert,Kováč,2000-04-17
000417/6067,Marek,Bartoš,2000-04-17
000417/9521,Barbora,Gregorová,2000-04-17
000417/9899,Igor,Marek,2000-04-17
000418/2201,Samuel,Varga,2000-04-18
000418/2362,Róbert,Šimko,2000-04-18
000418/3071,Marek,Hudec,2000-04-18
000418/7247,Mária,Šimuneková,2000-04-18
000419/0956,Adriana,Hollýová,2000-04-19
000419/1331,Lýdia,Chovanecová,2000-04-19
000419/5455,Karol,Červeň,2000-04-19
000419/5493,Mária,Tóthová,2000-04-19
000419/6230,Tatiana,Balážová,2000-04-19
000419/8641,Dominik,Šimko,2000-04-19
000419/8851,Tamara,Pašeková,2000-04-19
000419/9928,Eva,Doležalová,2000-04-19
000420/2143,Mária,Poláková,2000-04-20
000420/2802,Blažena,Farkašová,2000-04-20
000420/4780,Tamara,Krnáčová,2000-04-20
000420/8804,Blažena,Farkašová,2000-04-20
000421/1431,Roman,Kiss,2000-04-21
000421/1626,Štefan,Gregor,2000-04-21
000421/4012,Karolína,Chovanecová,2000-04-21
000421/6353,Andrej,Krnáč,2000-04-21
000421/6613,Tamara,Černáková,2000-04-21
000421/9358,Patrik,Pašek,2000-04-21
000422/3124,Karolína,Pekárová,2000-04-22
000422/3722,Eva,Dudášová,2000-04-22
000422/4042,Lýdia,Hollýová,2000-04-22
000422/9153,Pavol,Dudáš,2000-04-22
000422/9922,Juraj,Mach,2000-04-22
000423/0700,Kristína,Kováčiková,2000-04-23
000423/0843,Adam,Horváth,2000-04-23
000423/2637,Bianka,Šimuneková,2000-04-23
000423/7498,Lenka,Vargaová,2000-04-23
000423/9574,Andrea,Mareková,2000-04-23
000424/8526,Róbert,Pašek,2000-04-24
000424/8740,Lukáš,Kubiš,2000-04-24
000424/8927,Richard,Červeň,2000-04-24
000424/9255,Gabriel,Novák,2000-04-24
000425/0679,Pavol,Hudec,2000-04-25
000425/1385,Adriana,Žiaková,2000-04-25
000425/2353,Gabriela,Pekárová,2000-04-25
000425/3646,Alan,Farkaš,2000-04-25
000425/9833,Samuel,Novák,2000-04-25
000426/0743,Klaudia,Švecová,2000-04-26
000426/2824,Karolína,Holubová,2000-04-26
000426/4897,Andrej,Černák,2000-04-26
000427/1547,Gabriel,Černák,2000-04-27
000428/7965,Ela,Machová,2000-04-28
000428/8039,Katarína,Balážová,2000-04-28
000428/8502,Kristína,Hollýová,2000-04-28
000429/6004,Jozef,Kadlec,2000-04-29
000429/6352,Ela,Šimuneková,2000-04-29
000430/0651,Bianka,Hruškaová,2000-04-30
000430/5942,Michal,Polák,2000-04-30
000430/7202,Richard,Baláž,2000-04-30
000430/8003,Petra,Balážová,2000-04-30
000430/8113,Boris,Chovanec,2000-04-30
000501/0597,Barbora,Balážová,2000-05-01
000501/0779,René,Horváth,2000-05-01
000501/2657,Klaudia,Kissová,2000-05-01
000501/5993,Barbora,Švecová,2000-05-01
000501/7522,Kristína,Mareková,2000-05-01
000502/0076,Monika,Nováková,2000-05-02
000502/4354,Peter,Kadlec,2000-05-02
000502/5283,Roman,Marek,2000-05-02
000502/6652,Patrik,Szabó,2000-05-02
000502/6793,Samuel,Blaško,2000-05-02
000502/7790,Samuel,Mach,2000-05-02
000503/3798,Erik,Pekár,2000-05-03
000503/4298,Marián,Červeň,2000-05-03
000503/5241,Sabina,Červeňová,2000-05-03
000503/6766,Filip,Hollý,2000-05-03
000503/7352,Róbert,Kiss,2000-05-03
000503/7983,Mária,Kissová,2000-05-03
000504/0441,Sabina,Poláková,2000-05-04
000504/1502,Filip,Gregor,2000-05-04
000504/3657,Ján,Chovanec,2000-05-04
000504/5557,Adam,Hruška,2000-05-04
000504/7878,Juraj,Dudáš,2000-05-04
000505/0288,Filip,Szabó,2000-05-05
000505/1706,Roman,Hruška,2000-05-05
000505/7268,Ema,Krnáčová,2000-05-05
000505/8968,Igor,Urban,2000-05-05
000505/9794,Katarína,Kubišová,2000-05-05
000506/1591,Andrea,Gregorová,2000-05-06
000506/1653,Alan,Červeň,2000-05-06
000506/4188,Patrik,Krajčí,2000-05-06
000506/8215,Lukáš,Marek,2000-05-06
000507/6671,Soňa,Doležalová,2000-05-07
000507/8980,Kristína,Gregorová,2000-05-07
000507/9623,Eva,Hollýová,2000-05-07
000508/0763,Viktória,Kissová,2000-05-08
000508/0873,Pavol,Varga,2000-05-08
000508/3138,Tibor,Švec,2000-05-08
000508/7876,Mária,Moravčíková,2000-05-08
000509/5116,Katarína,Mareková,2000-05-09
000510/4250,Katarína,Kováčová,2000-05-10
000510/6006,Karol,Gregor,2000-05-10
